model_id,model_family,seed,params_json
460,xgboost,988139,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 2.0, ""gamma"": 0.05, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}"
461,xgboost,92394,"{""n_estimators"": 500, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.05, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
462,xgboost,617781,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.01, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}"
463,xgboost,147879,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
464,xgboost,842663,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.05, ""subsample"": 0.9, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}"
465,xgboost,397381,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 1.0, ""gamma"": 0.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
466,xgboost,832146,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 2.0, ""gamma"": 0.3, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
467,xgboost,95863,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""max_depth"": 7, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 0.1}"
468,xgboost,324848,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
469,xgboost,1547,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.6, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1}"
470,xgboost,888312,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
471,xgboost,285036,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1.0, ""gamma"": 0.05, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}"
472,xgboost,572163,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 3, ""min_child_weight"": 2.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
473,xgboost,918629,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 8.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}"
474,xgboost,264828,"{""n_estimators"": 700, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5}"
475,xgboost,40697,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 2.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}"
476,xgboost,967125,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 3.0, ""gamma"": 0.0, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1}"
477,xgboost,295488,"{""n_estimators"": 900, ""learning_rate"": 0.01, ""max_depth"": 7, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1}"
478,xgboost,849343,"{""n_estimators"": 700, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 10.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}"
479,xgboost,197101,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 4, ""min_child_weight"": 3.0, ""gamma"": 0.0, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}"
480,xgboost,611845,"{""n_estimators"": 700, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}"
481,xgboost,203530,"{""n_estimators"": 500, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
482,xgboost,539402,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}"
483,xgboost,348478,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 10.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
484,xgboost,763003,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 8.0, ""gamma"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
485,xgboost,928744,"{""n_estimators"": 900, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
486,xgboost,59131,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 6, ""min_child_weight"": 10.0, ""gamma"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
487,xgboost,190495,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 2.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
488,xgboost,380043,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}"
489,xgboost,838125,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
490,xgboost,345279,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 2.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
491,xgboost,946698,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.0, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}"
492,xgboost,976439,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}"
493,xgboost,14995,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}"
494,xgboost,727132,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}"
495,xgboost,330380,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.0, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
496,xgboost,381700,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 4, ""min_child_weight"": 10.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
497,xgboost,855416,"{""n_estimators"": 500, ""learning_rate"": 0.07, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
498,xgboost,901264,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
499,xgboost,648773,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
500,xgboost,197868,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}"
501,xgboost,845120,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.3, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
502,xgboost,880536,"{""n_estimators"": 700, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 10.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}"
503,xgboost,317138,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5}"
504,xgboost,351479,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}"
505,xgboost,434245,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 1.0, ""gamma"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
506,xgboost,538241,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
507,xgboost,909250,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 1.0, ""gamma"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}"
508,xgboost,316253,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
509,xgboost,887276,"{""n_estimators"": 500, ""learning_rate"": 0.01, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5}"
510,xgboost,550136,"{""n_estimators"": 700, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}"
511,xgboost,548809,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 3, ""min_child_weight"": 2.0, ""gamma"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1}"
512,xgboost,815841,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
513,xgboost,323125,"{""n_estimators"": 500, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 8.0, ""gamma"": 0.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
514,xgboost,377224,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}"
515,xgboost,158516,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
516,xgboost,380828,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1}"
517,xgboost,601997,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 4, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
518,xgboost,854681,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""max_depth"": 7, ""min_child_weight"": 8.0, ""gamma"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5}"
519,xgboost,733063,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
520,xgboost,436291,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 6, ""min_child_weight"": 5.0, ""gamma"": 0.05, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}"
521,xgboost,101837,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}"
522,xgboost,302661,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.05, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}"
523,xgboost,135210,"{""n_estimators"": 700, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
524,xgboost,351001,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}"
525,xgboost,149239,"{""n_estimators"": 700, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 3.0, ""gamma"": 0.01, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}"
526,xgboost,993392,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
527,xgboost,184888,"{""n_estimators"": 700, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1}"
528,xgboost,713174,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 6, ""min_child_weight"": 10.0, ""gamma"": 0.05, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}"
529,xgboost,828494,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 10.0, ""gamma"": 0.1, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
530,xgboost,67041,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 2.0, ""gamma"": 0.3, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
531,xgboost,911052,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}"
532,xgboost,314941,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 10.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
533,xgboost,563019,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.0, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}"
534,xgboost,301791,"{""n_estimators"": 900, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 2.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}"
535,xgboost,226548,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}"
536,xgboost,654250,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}"
537,xgboost,783657,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""gamma"": 0.1, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
538,xgboost,165959,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 1.0, ""gamma"": 0.3, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
539,xgboost,179122,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.0, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
540,xgboost,851490,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 1.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}"
541,xgboost,21745,"{""n_estimators"": 700, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 2.0, ""gamma"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}"
542,xgboost,801120,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 2.0, ""gamma"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
543,xgboost,961518,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
544,xgboost,516890,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 2.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}"
545,xgboost,254369,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 6, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
546,xgboost,898827,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 2.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5}"
547,xgboost,593392,"{""n_estimators"": 700, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.05, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
548,xgboost,989833,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5}"
549,xgboost,473833,"{""n_estimators"": 900, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 8.0, ""gamma"": 0.0, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1}"
550,xgboost,945954,"{""n_estimators"": 500, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 5.0, ""gamma"": 0.3, ""subsample"": 0.6, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
551,xgboost,405763,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
552,xgboost,436808,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1}"
553,xgboost,591302,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
554,xgboost,284282,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 2.0, ""gamma"": 0.3, ""subsample"": 0.6, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
555,xgboost,602280,"{""n_estimators"": 500, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 5.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}"
556,xgboost,475839,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}"
557,xgboost,761782,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5}"
558,xgboost,539001,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
559,xgboost,81725,"{""n_estimators"": 700, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 10.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
560,xgboost,336936,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 0.1}"
561,xgboost,277509,"{""n_estimators"": 500, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1}"
562,xgboost,21878,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""max_depth"": 7, ""min_child_weight"": 2.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}"
